place_id,review_type,1st_topic,2nd_topic,3rd_topic,name,region
ChIJf4kY31NqtRIRI-A5ImObTR4,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,groupement hospitalier portes de provence,Auvergne-Rhône-Alpes
ChIJf5L1fNm6rhIRH4C34dTGTgw,negatif,mauvaise expérience,personnel désagréable,prise en charge d'urgence 1,hôpital garonne,Occitanie
ChIJf5L1fNm6rhIRH4C34dTGTgw,positif,personnel agréable et à l'écoute,professionnalisme,prise en charge d'urgence 2,hôpital garonne,Occitanie
ChIJf6hZOgYk1xIRH75ITgL1mY8,negatif,attente,mauvaise expérience,examen et consultation,centre hospitalier bastia,Corse
ChIJf6hZOgYk1xIRH75ITgL1mY8,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier bastia,Corse
ChIJfSwbXQUMEUgRQnis6jhyDck,negatif,mauvaise expérience,attente,personnel désagréable,hôpital de carhaix,Bretagne
ChIJfSwbXQUMEUgRQnis6jhyDck,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,hôpital de carhaix,Bretagne
ChIJfXNXMoIvBEgRjaxuw6bsShI,negatif,attente,examen et consultation,prise en charge d'urgence 2,centre hospitalier départemental vendée,Pays de la Loire
ChIJfXNXMoIvBEgRjaxuw6bsShI,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier départemental vendée,Pays de la Loire
ChIJfb4fjrpx_0cReZNcuzdTjoQ,positif,professionnalisme,attente,mauvaise expérience,centre hospitalier de périgueux - maison de retraite parrot,Nouvelle-Aquitaine
ChIJfeNYLfKrFkgRfa5vmppgTgo,negatif,prise en charge d'urgence 1,personnel agréable et à l'écoute,attente,centre médico-psychologique du centre hospitalier pays de morlaix,Bretagne
ChIJfzFk4qrCrRIRFMvSJcmqmzE,negatif,examen et consultation,prise en charge d'urgence 1,mauvaise expérience,service des urgences du centre hospitalier d'albi,Occitanie
ChIJg4JW_BNrD0gRYt2IsQzRUew,negatif,mauvaise expérience,prise en charge d'urgence 1,personnel désagréable,centre hospitalier de grand-fougeray,Bretagne
ChIJg4JW_BNrD0gRYt2IsQzRUew,positif,locaux et accès,personnel agréable et à l'écoute,prise en charge d'urgence 2,centre hospitalier de grand-fougeray,Bretagne
ChIJgbiuZc9AAUgRifDj8dDAc3k,positif,prise en charge d'urgence 2,personnel agréable et à l'écoute,attente,centre hospitalier de rochefort service des urgences,Nouvelle-Aquitaine
ChIJh6BQy7HM_kcRLI7Kj02oUZE,negatif,professionnalisme,mauvaise expérience,attente,hôpital le cluzeau,Nouvelle-Aquitaine
ChIJhQF0l_is9UcRWZ7mt-0i6Gs,negatif,mauvaise expérience,examen et consultation,prise en charge d'urgence 1,hôpital nord,Auvergne-Rhône-Alpes
ChIJhQF0l_is9UcRWZ7mt-0i6Gs,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,hôpital nord,Auvergne-Rhône-Alpes
ChIJhR-3-AjeDkgRgt0OJnsWWh8,negatif,prise en charge d'urgence 1,locaux et accès,personnel désagréable,centre hospitalier privé saint-grégoire urgences gynéco-obstétricales,Bretagne
ChIJhVYz8AUdDkgRv_dj7MEI6Uw,negatif,attente,examen et consultation,prise en charge d'urgence 1,centre hospitalier de saint brieuc,Bretagne
ChIJhVYz8AUdDkgRv_dj7MEI6Uw,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier de saint brieuc,Bretagne
ChIJhYtPkIkeEEgRhpC9xFaxqiE,negatif,professionnalisme,locaux et accès,prise en charge d'urgence 1,centre psychothérapique pour adolescents (cppa),Bretagne
ChIJhYtPkIkeEEgRhpC9xFaxqiE,positif,attente,personnel désagréable,prise en charge d'urgence 2,centre psychothérapique pour adolescents (cppa),Bretagne
ChIJhc6Y8V_aC0gRq8UJR3iP9Hg,negatif,personnel désagréable,mauvaise expérience,attente,centre hospitalier de vire,Normandie
ChIJhc6Y8V_aC0gRq8UJR3iP9Hg,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier de vire,Normandie
ChIJhd1u2oJIVg0ReuOe5R_Ux6k,negatif,professionnalisme,mauvaise expérience,personnel désagréable,centre jean vignalou,Nouvelle-Aquitaine
ChIJhd1u2oJIVg0ReuOe5R_Ux6k,positif,personnel agréable et à l'écoute,professionnalisme,prise en charge d'urgence 2,centre jean vignalou,Nouvelle-Aquitaine
ChIJhfCB42cDBkgR9SRzH_VmaLo,negatif,attente,examen et consultation,personnel désagréable,centre hospitalier erdre et loire,Pays de la Loire
ChIJhfCB42cDBkgR9SRzH_VmaLo,positif,prise en charge d'urgence 2,personnel agréable et à l'écoute,maternité,centre hospitalier erdre et loire,Pays de la Loire
ChIJhfOyx2z15kcRPQiNCoItOjo,negatif,attente,examen et consultation,mauvaise expérience,hôpital rené dubos,Île-de-France
ChIJhfOyx2z15kcRPQiNCoItOjo,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,maternité,hôpital rené dubos,Île-de-France
ChIJiQB1rqpu5kcRl2xy2EPfp-s,negatif,attente,mauvaise expérience,personnel désagréable,centre hospitalier de saint-denis,Île-de-France
ChIJiQB1rqpu5kcRl2xy2EPfp-s,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier de saint-denis,Île-de-France
ChIJidBpY2Kgk0cR4P3ai-_rI7c,negatif,attente,mauvaise expérience,prise en charge d'urgence 1,centre hospitalier emile durkheim,Grand Est
ChIJidBpY2Kgk0cR4P3ai-_rI7c,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier emile durkheim,Grand Est
ChIJiy9Bb9FmEUgRP_s1nihRumk,positif,examen et consultation,prise en charge d'urgence 1,mauvaise expérience,pharmacie du centre hospitalier des pays de morlaix,Bretagne
ChIJiy9Bb9FmEUgRt5gO7R0Rdys,negatif,attente,prise en charge d'urgence 1,examen et consultation,centre hospitalier des pays de morlaix,Bretagne
ChIJiy9Bb9FmEUgRt5gO7R0Rdys,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier des pays de morlaix,Bretagne
ChIJizTePtY0Vg0RsYDxBYMkQjQ,negatif,prise en charge d'urgence 2,personnel désagréable,maternité,centre hospitalier des pyrénées,Nouvelle-Aquitaine
ChIJj52N1gqmVg0RwPFidGw0E2I,negatif,personnel désagréable,examen et consultation,mauvaise expérience,"centre hospitalier de dax côte d'argent, services d'urgences",Nouvelle-Aquitaine
ChIJj52N1gqmVg0RwPFidGw0E2I,positif,prise en charge d'urgence 2,personnel agréable et à l'écoute,prise en charge d'urgence 1,"centre hospitalier de dax côte d'argent, services d'urgences",Nouvelle-Aquitaine
ChIJj80JhYujD0gRntqFTzMgciQ,positif,prise en charge d'urgence 1,prise en charge d'urgence 2,personnel désagréable,centre hospitalier intercommunal redon-carentoir (site de carentoir),Bretagne
ChIJjSa_ga1I_kcRQFErY-0r1Gg,negatif,mauvaise expérience,prise en charge d'urgence 1,professionnalisme,centre hospitalier de la rochefoucauld,Nouvelle-Aquitaine
ChIJjSa_ga1I_kcRQFErY-0r1Gg,positif,professionnalisme,personnel agréable et à l'écoute,personnel désagréable,centre hospitalier de la rochefoucauld,Nouvelle-Aquitaine
ChIJjWIChq9x_0cRtDh09woDNoU,positif,professionnalisme,personnel agréable et à l'écoute,locaux et accès,centre hospitalier vauclaire : unité d’addictologie escales,Nouvelle-Aquitaine
ChIJjXQXThwk1xIR8PD1WsTmDB8,negatif,prise en charge d'urgence 1,mauvaise expérience,personnel agréable et à l'écoute,maison des adolescents,Corse
ChIJjXQXThwk1xIR8PD1WsTmDB8,positif,maternité,personnel agréable et à l'écoute,examen et consultation,maison des adolescents,Corse
ChIJjaob0fBEVQ0R-rW3kbHhjB8,negatif,prise en charge d'urgence 1,mauvaise expérience,attente,"clinique de conques, centre hospitalier veterinaire equin",Nouvelle-Aquitaine
ChIJjaob0fBEVQ0R-rW3kbHhjB8,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,"clinique de conques, centre hospitalier veterinaire equin",Nouvelle-Aquitaine
ChIJjckwKO1p2hIRQU94bsF80ig,negatif,mauvaise expérience,prise en charge d'urgence 1,professionnalisme,docteur joly bertrand,Corse
ChIJjckwKO1p2hIRQU94bsF80ig,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,maternité,docteur joly bertrand,Corse
ChIJjesAK6WI4kcR0SQiwcWJAdI,negatif,attente,examen et consultation,prise en charge d'urgence 1,centre hospitalier - le mans,Pays de la Loire
ChIJjesAK6WI4kcR0SQiwcWJAdI,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier - le mans,Pays de la Loire
ChIJjyydpySNqxIRmkYFFZ8xcmo,positif,personnel agréable et à l'écoute,personnel désagréable,professionnalisme,centre hospitalier intercommunal castelsarrasin service des urgences,Occitanie
ChIJk42jRwiatRIRlFo7BT1iHxw,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier louis giorgi (orange),Provence-Alpes-Côte d'Azur
ChIJk42jRwiatRIRlFo7BT1iHxw,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier louis giorgi (orange),Provence-Alpes-Côte d'Azur
ChIJkVdbsHz05UcRCxWBPAtFqJw,negatif,personnel désagréable,prise en charge d'urgence 2,locaux et accès,centre hospitalier du sud seine et marne,Île-de-France
ChIJkVl7fkbFzRIRBqFQbSKJPAo,negatif,attente,mauvaise expérience,examen et consultation,hôpital pasteur,Provence-Alpes-Côte d'Azur
ChIJkVl7fkbFzRIRBqFQbSKJPAo,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,hôpital pasteur,Provence-Alpes-Côte d'Azur
ChIJkXCDPl0k1xIRpxMtKAhL69E,negatif,examen et consultation,personnel désagréable,attente,mouries jean-claude,Corse
ChIJkYYPaeOlVg0RhqX5Wbx_PJ8,negatif,attente,mauvaise expérience,personnel désagréable,centre des finances publiques - trésorerie dax centre hospitalier,Nouvelle-Aquitaine
ChIJkYYPaeOlVg0RhqX5Wbx_PJ8,positif,professionnalisme,personnel agréable et à l'écoute,prise en charge d'urgence 2,centre des finances publiques - trésorerie dax centre hospitalier,Nouvelle-Aquitaine
ChIJkbj6QaiZ7kcRQSiQqhgLUoU,negatif,attente,mauvaise expérience,examen et consultation,hôpital simone veil - ch de troyes,Grand Est
ChIJkbj6QaiZ7kcRQSiQqhgLUoU,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,hôpital simone veil - ch de troyes,Grand Est
ChIJkx_RVDdFAEgR3wFUBiXTTuA,negatif,attente,prise en charge d'urgence 1,prise en charge d'urgence 2,hôpital de jonzac,Nouvelle-Aquitaine
ChIJkx_RVDdFAEgR3wFUBiXTTuA,positif,personnel agréable et à l'écoute,professionnalisme,prise en charge d'urgence 2,hôpital de jonzac,Nouvelle-Aquitaine
ChIJl0FARLq-yRIRexWaD-82U6Q,negatif,personnel désagréable,mauvaise expérience,prise en charge d'urgence 1,centre hospitalier spécialisé de valvert,Provence-Alpes-Côte d'Azur
ChIJl0FARLq-yRIRexWaD-82U6Q,positif,professionnalisme,mauvaise expérience,attente,centre hospitalier spécialisé de valvert,Provence-Alpes-Côte d'Azur
ChIJl7-02oLQqhIRwd_GxJi29fA,negatif,attente,examen et consultation,prise en charge d'urgence 1,ch bergerac-centre hospitalier samuel pozzi hôpital,Nouvelle-Aquitaine
ChIJl7-02oLQqhIRwd_GxJi29fA,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,ch bergerac-centre hospitalier samuel pozzi hôpital,Nouvelle-Aquitaine
ChIJlS6a74bykkcRGwjzFtytiO4,negatif,attente,prise en charge d'urgence 1,mauvaise expérience,groupe hospitalier de la haute-saône - site de vesoul,Bourgogne-Franche-Comté
ChIJlS6a74bykkcRGwjzFtytiO4,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,groupe hospitalier de la haute-saône - site de vesoul,Bourgogne-Franche-Comté
ChIJl_3Q04RoBUgRoqraC-CBN88,negatif,prise en charge d'urgence 1,personnel agréable et à l'écoute,personnel désagréable,centre de planification et d'éducation familiale - centre ivg,Pays de la Loire
ChIJl_3Q04RoBUgRoqraC-CBN88,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,maternité,centre de planification et d'éducation familiale - centre ivg,Pays de la Loire
ChIJlbNhFryhB0gRouliuYZZftE,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier nord deux-sèvres - site hospitalier de faye l'abbesse,Nouvelle-Aquitaine
ChIJlbNhFryhB0gRouliuYZZftE,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,attente,centre hospitalier nord deux-sèvres - site hospitalier de faye l'abbesse,Nouvelle-Aquitaine
ChIJm1WgM66uthIRm3QtDvfRjP8,negatif,attente,prise en charge d'urgence 2,mauvaise expérience,centre hospitalier universitaire de montpellier,Occitanie
ChIJm1WgM66uthIRm3QtDvfRjP8,positif,prise en charge d'urgence 2,personnel agréable et à l'écoute,professionnalisme,centre hospitalier universitaire de montpellier,Occitanie
ChIJm6JCYNTL5UcRgVlbO5_fEMw,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier sud essonne - site d’etampes,Île-de-France
ChIJm6JCYNTL5UcRgVlbO5_fEMw,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,maternité,centre hospitalier sud essonne - site d’etampes,Île-de-France
ChIJmQRejjHzEUgR94wWr5qg5qU,negatif,attente,personnel désagréable,examen et consultation,"hôpital de guingamp, service des urgences",Bretagne
ChIJmQRejjHzEUgR94wWr5qg5qU,positif,professionnalisme,personnel agréable et à l'écoute,prise en charge d'urgence 2,"hôpital de guingamp, service des urgences",Bretagne
ChIJmTOZ1LrM_kcRtmu-HKE-vN0,negatif,attente,personnel désagréable,examen et consultation,centre hospitalier universitaire dupuytren 1 urgences,Nouvelle-Aquitaine
ChIJmTOZ1LrM_kcRtmu-HKE-vN0,positif,prise en charge d'urgence 2,personnel agréable et à l'écoute,professionnalisme,centre hospitalier universitaire dupuytren 1 urgences,Nouvelle-Aquitaine
ChIJmWlE3WD8qBIRPfO32rNWGBU,negatif,examen et consultation,attente,personnel désagréable,centre hospitalier comminges pyrénées,Occitanie
ChIJmWlE3WD8qBIRPfO32rNWGBU,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier comminges pyrénées,Occitanie
ChIJmZSh6qxTAUgRjXRIh4P5abo,negatif,attente,examen et consultation,mauvaise expérience,hôpital saint-louis de la rochelle,Nouvelle-Aquitaine
ChIJmZSh6qxTAUgRjXRIh4P5abo,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,hôpital saint-louis de la rochelle,Nouvelle-Aquitaine
ChIJmcX9IWiHD0gRWgUtwdKwuJQ,positif,professionnalisme,mauvaise expérience,personnel agréable et à l'écoute,centre médico-psychologique (cmp) pour adultes,Pays de la Loire
ChIJmdzTUde8rBIRDZKH64oF0bQ,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier jean coulon,Occitanie
ChIJmdzTUde8rBIRDZKH64oF0bQ,positif,prise en charge d'urgence 2,personnel agréable et à l'écoute,professionnalisme,centre hospitalier jean coulon,Occitanie
ChIJmxyWWlolEkgRVlBCDH47abc,positif,prise en charge d'urgence 2,professionnalisme,personnel agréable et à l'écoute,centre de rééducation et de réadaptation fonctionnelles en milieu marin de trestel,Bretagne
ChIJn-A1EQT8DkgRuat9zpFcN4o,positif,personnel agréable et à l'écoute,attente,locaux et accès,centre hospitalier de brocéliande - site de montfort-sur-meu,Bretagne
ChIJn3FZwqZF8EcRWWN2TCaDqkc,negatif,attente,mauvaise expérience,examen et consultation,centre hospitalier de l'agglomération de nevers,Bourgogne-Franche-Comté
ChIJn3FZwqZF8EcRWWN2TCaDqkc,positif,personnel agréable et à l'écoute,professionnalisme,prise en charge d'urgence 2,centre hospitalier de l'agglomération de nevers,Bourgogne-Franche-Comté
ChIJnxDQmwK6qhIR8dhanCH-Q-E,negatif,mauvaise expérience,prise en charge d'urgence 1,attente,centre hospitalier,Nouvelle-Aquitaine
ChIJnxDQmwK6qhIR8dhanCH-Q-E,positif,prise en charge d'urgence 2,personnel agréable et à l'écoute,professionnalisme,centre hospitalier,Nouvelle-Aquitaine
ChIJnxnXBu1p2hIRb_xFxXKwPEg,negatif,attente,mauvaise expérience,personnel désagréable,centre hospitalier notre-dame de la miséricorde,Corse
ChIJnxnXBu1p2hIRb_xFxXKwPEg,positif,personnel agréable et à l'écoute,professionnalisme,prise en charge d'urgence 2,centre hospitalier notre-dame de la miséricorde,Corse
ChIJo-bkfSjUVw0ROOsVKKcXzhI,negatif,attente,personnel agréable et à l'écoute,mauvaise expérience,centre hospitalier de lourdes,Occitanie
ChIJo-bkfSjUVw0ROOsVKKcXzhI,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier de lourdes,Occitanie
ChIJo_40jvvttRIRE8-Q_Er1NJ0,negatif,professionnalisme,personnel désagréable,mauvaise expérience,centre hospitalier montfavet avignon,Provence-Alpes-Côte d'Azur
ChIJo_40jvvttRIRE8-Q_Er1NJ0,positif,professionnalisme,locaux et accès,prise en charge d'urgence 1,centre hospitalier montfavet avignon,Provence-Alpes-Côte d'Azur
ChIJod-2_gtlEUgRhO2LPqqM2K4,negatif,personnel désagréable,maternité,professionnalisme,centre de réhabilitation psychosociale roz ar scour,Bretagne
ChIJofSAbcj88kcRGvQk6CdWq4E,negatif,attente,mauvaise expérience,examen et consultation,centre hospitalier chalon sur saône william morey,Bourgogne-Franche-Comté
ChIJofSAbcj88kcRGvQk6CdWq4E,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier chalon sur saône william morey,Bourgogne-Franche-Comté
ChIJowRejjHzEUgRXEy2I0YyOSk,negatif,personnel désagréable,mauvaise expérience,examen et consultation,cabinet privé de gastro-entérologie - centre hospitalier de guingamp,Bretagne
ChIJowRejjHzEUgRXEy2I0YyOSk,positif,personnel agréable et à l'écoute,personnel désagréable,attente,cabinet privé de gastro-entérologie - centre hospitalier de guingamp,Bretagne
ChIJox-5Lq0a70cRYhIpuASD3hw,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier de sens,Bourgogne-Franche-Comté
ChIJox-5Lq0a70cRYhIpuASD3hw,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier de sens,Bourgogne-Franche-Comté
ChIJp0-9S9ybVA0RJg3geu51ahU,negatif,attente,examen et consultation,mauvaise expérience,pole sante,Nouvelle-Aquitaine
ChIJp0-9S9ybVA0RJg3geu51ahU,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,pole sante,Nouvelle-Aquitaine
ChIJp1zjK4vfDkgRPPxaQjRdKbo,negatif,mauvaise expérience,personnel agréable et à l'écoute,prise en charge d'urgence 1,maternité - centre hospitalier privé saint-grégoire,Bretagne
ChIJp1zjK4vfDkgRPPxaQjRdKbo,positif,maternité,personnel agréable et à l'écoute,professionnalisme,maternité - centre hospitalier privé saint-grégoire,Bretagne
ChIJp25pzv5dEEgRdOOvkXO0-qU,negatif,professionnalisme,attente,prise en charge d'urgence 2,groupe hospitalier bretagne sud - riantec,Bretagne
ChIJp25pzv5dEEgRdOOvkXO0-qU,positif,personnel agréable et à l'écoute,professionnalisme,attente,groupe hospitalier bretagne sud - riantec,Bretagne
ChIJp4GZcffX-0cR4AN2w0Dz2aU,negatif,mauvaise expérience,prise en charge d'urgence 1,prise en charge d'urgence 2,centre hospitalier la valette,Nouvelle-Aquitaine
ChIJp4RTfP2I_kcRUZ94ohnXQns,negatif,attente,mauvaise expérience,examen et consultation,centre hospitalier de confolens,Nouvelle-Aquitaine
ChIJp4RTfP2I_kcRUZ94ohnXQns,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,attente,centre hospitalier de confolens,Nouvelle-Aquitaine
ChIJp5GU6Q2e8kcRjn92NoLSWck,negatif,attente,examen et consultation,personnel désagréable,centre hospitalier universitaire f.mitterrand dijon-bourgogne,Bourgogne-Franche-Comté
ChIJp5GU6Q2e8kcRjn92NoLSWck,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier universitaire f.mitterrand dijon-bourgogne,Bourgogne-Franche-Comté
ChIJp_6uMYlbEEgRDuHOSco5Rgs,negatif,professionnalisme,personnel désagréable,mauvaise expérience,centre de réadaptation et de gériatrie eudo de kerlivio - groupe hospitalier bretagne sud - hennebont,Bretagne
ChIJp_6uMYlbEEgRDuHOSco5Rgs,positif,professionnalisme,personnel agréable et à l'écoute,maternité,centre de réadaptation et de gériatrie eudo de kerlivio - groupe hospitalier bretagne sud - hennebont,Bretagne
ChIJpdfsdUMP9EcRn1EhGuKFfyY,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier de roanne,Auvergne-Rhône-Alpes
ChIJpdfsdUMP9EcRn1EhGuKFfyY,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier de roanne,Auvergne-Rhône-Alpes
ChIJq0ymJYwji0cRPBWW3pGhERA,positif,prise en charge d'urgence 2,personnel agréable et à l'écoute,prise en charge d'urgence 1,hôpital local de la tour du pin,Auvergne-Rhône-Alpes
ChIJq6o6JRecD0gRdjfE1frjezo,negatif,examen et consultation,attente,mauvaise expérience,centre hospitalier de redon service des urgences,Bretagne
ChIJq6o6JRecD0gRdjfE1frjezo,positif,personnel agréable et à l'écoute,attente,prise en charge d'urgence 2,centre hospitalier de redon service des urgences,Bretagne
ChIJq6qqqlPmEUgR6zmqeIu6_Hs,negatif,personnel désagréable,maternité,prise en charge d'urgence 1,centre hospitalier du penthièvre & du poudouvre,Bretagne
ChIJq6qqqlPmEUgR6zmqeIu6_Hs,positif,mauvaise expérience,prise en charge d'urgence 2,professionnalisme,centre hospitalier du penthièvre & du poudouvre,Bretagne
ChIJq6rWOtDNqBIR3u_omC-Jhsc,negatif,personnel agréable et à l'écoute,prise en charge d'urgence 2,mauvaise expérience,centre médico-psychologique adultes,Occitanie
ChIJq6rWOtDNqBIR3u_omC-Jhsc,positif,prise en charge d'urgence 2,professionnalisme,attente,centre médico-psychologique adultes,Occitanie
ChIJq7Yr3ub2B0gRHiz0N9Z38m4,negatif,examen et consultation,attente,mauvaise expérience,centre hospitalier de saumur,Pays de la Loire
ChIJq7Yr3ub2B0gRHiz0N9Z38m4,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,maternité,centre hospitalier de saumur,Pays de la Loire
ChIJq84upCyCDkgRo2u4e4NcrM4,negatif,mauvaise expérience,examen et consultation,personnel désagréable,centre hospitalier saint-malo - chirurgie gynécologique,Bretagne
ChIJq84upCyCDkgRo2u4e4NcrM4,positif,personnel agréable et à l'écoute,maternité,prise en charge d'urgence 2,centre hospitalier saint-malo - chirurgie gynécologique,Bretagne
ChIJqRJ7DBqcD0gRSQFv7tKXNhk,negatif,prise en charge d'urgence 2,personnel agréable et à l'écoute,personnel désagréable,centre médico-psychologique (cmp),Bretagne
ChIJqRJ7DBqcD0gRSQFv7tKXNhk,positif,attente,personnel désagréable,professionnalisme,centre médico-psychologique (cmp),Bretagne
ChIJqTgpjEQk1xIRcED83dqi8QQ,positif,prise en charge d'urgence 2,personnel agréable et à l'écoute,attente,centre hospitalier bastia service des urgences,Corse
ChIJqYtTC1k7qhIR3X0BhJdx-Oo,negatif,attente,mauvaise expérience,personnel désagréable,centre hospitalier de condom,Occitanie
ChIJqYtTC1k7qhIR3X0BhJdx-Oo,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier de condom,Occitanie
ChIJqzea-OG7FkgRaUG5qJ9zfUY,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier régional universitaire morvan de brest,Bretagne
ChIJqzea-OG7FkgRaUG5qJ9zfUY,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier régional universitaire morvan de brest,Bretagne
ChIJr37OmGks_UcRyGbTB1ucKm8,negatif,personnel désagréable,prise en charge d'urgence 1,mauvaise expérience,centre hospitalier,Centre-Val de Loire
ChIJr37OmGks_UcRyGbTB1ucKm8,positif,professionnalisme,maternité,locaux et accès,centre hospitalier,Centre-Val de Loire
ChIJr4hIhCWcD0gRPe38F30MvkU,positif,mauvaise expérience,personnel agréable et à l'écoute,professionnalisme,ctre hospitalier guillaume regnier,Bretagne
ChIJrROK6QQk1xIR8JVdAis86sM,negatif,attente,mauvaise expérience,personnel agréable et à l'écoute,polyclinique maymard - bastia,Corse
ChIJrROK6QQk1xIR8JVdAis86sM,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,polyclinique maymard - bastia,Corse
ChIJrRZBWX1AUQ0R2GcklEiCawg,negatif,attente,examen et consultation,prise en charge d'urgence 2,centre hospitalier de la côte basque,Nouvelle-Aquitaine
ChIJrRZBWX1AUQ0R2GcklEiCawg,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier de la côte basque,Nouvelle-Aquitaine
ChIJrWtQ48DazRIRZB-YIY1fetU,negatif,mauvaise expérience,attente,personnel désagréable,hôpital l'archet,Provence-Alpes-Côte d'Azur
ChIJrWtQ48DazRIRZB-YIY1fetU,positif,personnel agréable et à l'écoute,maternité,professionnalisme,hôpital l'archet,Provence-Alpes-Côte d'Azur
ChIJsRNPrIsRUQ0RlAhmDAadFYU,positif,professionnalisme,personnel agréable et à l'écoute,prise en charge d'urgence 2,centre hospitalier de la côté basque (site de saint-jean-de-luz udazkena),Nouvelle-Aquitaine
ChIJsTHvW4y6rhIR2ubcCKuoWfo,negatif,mauvaise expérience,attente,examen et consultation,centre hospitalier universitaire vétérinaire,Occitanie
ChIJsTHvW4y6rhIR2ubcCKuoWfo,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier universitaire vétérinaire,Occitanie
ChIJs_sW8m-7rhIRuTUQT4CqSiI,negatif,personnel désagréable,mauvaise expérience,attente,hôpital la grave,Occitanie
ChIJs_sW8m-7rhIRuTUQT4CqSiI,positif,personnel agréable et à l'écoute,professionnalisme,examen et consultation,hôpital la grave,Occitanie
ChIJsfos0s15BUgRfVMUxP08uvA,negatif,examen et consultation,maternité,prise en charge d'urgence 1,hôpital,Pays de la Loire
ChIJswZX9FyiD0gRhaxvQBcQPCo,positif,personnel agréable et à l'écoute,maternité,professionnalisme,centre hospitalier de redon antenne de consultations de psychiatrie (antenne de consultations de psychiatrie),Bretagne
ChIJsxzoh1jMEUgRIjpnDA2JSmo,negatif,examen et consultation,attente,prise en charge d'urgence 1,centre hospitalier du centre-bretagne,Bretagne
ChIJsxzoh1jMEUgRIjpnDA2JSmo,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier du centre-bretagne,Bretagne
ChIJt0l092zSAUgR3hL2dSPRdpY,negatif,attente,examen et consultation,personnel désagréable,centre hospitalier de la haute gironde,Nouvelle-Aquitaine
ChIJt0l092zSAUgR3hL2dSPRdpY,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier de la haute gironde,Nouvelle-Aquitaine
ChIJt64-dOrVEEgRW35VV-BIOEU,negatif,attente,examen et consultation,prise en charge d'urgence 2,centre hospitalier de cornouaille,Bretagne
ChIJt64-dOrVEEgRW35VV-BIOEU,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier de cornouaille,Bretagne
